m,s,min_svd_list,max_svd_list,avg_time
150,70,"[0.1682092360493235, 0.1922900106468829, 0.20028031791150175, 0.19864764716315117, 0.17571003453624262, 0.23058419202024552, 0.17386037380487196, 0.2067801253351426, 0.21467345729383838, 0.21089023077915012, 0.1994768035487319, 0.18901406612130142, 0.21431867855492134, 0.22460757617492902, 0.21507015249390934, 0.1992408305632737, 0.18873131647109673, 0.2017016473106409, 0.18058863310212728, 0.20292588474295958]","[1.7957579913199901, 1.8012585250774755, 1.7468507662883797, 1.7586554778471022, 1.767423718922966, 1.8079279002449153, 1.7676251165312384, 1.7713240808052786, 1.764756282316489, 1.8125703861637528, 1.7537848114467396, 1.7631264834344014, 1.832467210148079, 1.7761018715598411, 1.7715977043097244, 1.7811481663296296, 1.770538138669832, 1.7821063190744464, 1.769923397920018, 1.8190643092728398]",0.07057399749755859
150,75,"[0.21199271008795717, 0.20057937525304972, 0.20376460221401754, 0.17706702587136544, 0.19675825058123425, 0.19194786491004973, 0.20601629333023497, 0.17908191206779178, 0.17634342682242243, 0.21663000603668997, 0.192442964964782, 0.19760378378457386, 0.1911747366385346, 0.20453565057546158, 0.20811417349228967, 0.1758443715511513, 0.19154982437491622, 0.1821211000234237, 0.17383211011527364, 0.22040372032510558]","[1.7767432712439049, 1.7864741720284398, 1.7594550942282183, 1.8331874073856727, 1.7903801797982004, 1.794432457984083, 1.7942301493489043, 1.8113008971346325, 1.783158803090303, 1.8256669701435067, 1.7768210502336756, 1.8176624304712163, 1.8509204057855118, 1.8201276663751247, 1.7938987144979344, 1.815548268982347, 1.8539552245253315, 1.8416310027639657, 1.7583009035569137, 1.8294020491776266]",0.0698683500289917
150,80,"[0.20364841631817562, 0.2015116295905335, 0.2015576402353374, 0.20440091765343107, 0.2189400798996908, 0.19412373021045437, 0.18617338506064057, 0.1927553559280621, 0.18925843031406528, 0.18816709482679655, 0.21012574161089068, 0.18452925476753176, 0.2122189372088026, 0.21646987329100206, 0.22363921497045106, 0.2095794945924813, 0.203438190850803, 0.168964643252092, 0.19181482223638074, 0.19321036383931495]","[1.7666380962059962, 1.7969333786273967, 1.778802526366717, 1.7804225693404925, 1.8165076775588347, 1.8265165578150568, 1.8320068563792062, 1.8209902333237944, 1.7874997931345697, 1.7539689443155349, 1.7897669552538902, 1.7568371174297115, 1.7669893401713592, 1.7851614799226532, 1.7818080234884013, 1.7549224077467716, 1.7780512549557126, 1.835592069305555, 1.7838531228769183, 1.7534739430069672]",0.07269434928894043
150,85,"[0.1781905948349902, 0.1816578382405817, 0.22654771564080325, 0.204924745692581, 0.18998208066064876, 0.19272734463698518, 0.21996404557081542, 0.18195187205770663, 0.21068873272040098, 0.1973827753759867, 0.19657687830902426, 0.1985980898972312, 0.18396369277844815, 0.20924066863924276, 0.16695021739077, 0.19223912608313143, 0.2015727920062359, 0.19568825507175813, 0.17381451517016763, 0.20007713302864294]","[1.7891095086138473, 1.7506225294461202, 1.7289659224201308, 1.7496442061404973, 1.8017558560944071, 1.763810049359558, 1.7409365156175491, 1.7896890642342744, 1.8137765130307915, 1.7502281013985745, 1.7376251979824149, 1.7439956868489455, 1.795236464355057, 1.780336581597228, 1.7672080779471924, 1.8021892228116605, 1.751267108136842, 1.7840908660993966, 1.8093553488291918, 1.7385290841799714]",0.07099123001098633
150,90,"[0.17249474287591676, 0.19420545044617857, 0.19163448814532472, 0.1801716185086719, 0.21120875199821515, 0.1841990899991923, 0.18343440342913578, 0.21896782684194568, 0.2073878669094635, 0.1851671938611796, 0.20454574153289248, 0.20997822753846748, 0.19459182340173287, 0.21887157676734195, 0.216143863630966, 0.18089769757512145, 0.2105523257237425, 0.20224643517282814, 0.2142091931111865, 0.21559901110104296]","[1.7853157006040794, 1.8277942757037868, 1.789884359009653, 1.755442943062477, 1.7649107623876599, 1.7545421648805837, 1.719206102735178, 1.8047334753768582, 1.7839143739441214, 1.7804003473445653, 1.8506103632629036, 1.7621817355885494, 1.7926913881619344, 1.7260261901130038, 1.7826974757264809, 1.769836829782533, 1.8197800302536216, 1.764265567531711, 1.7889889607926672, 1.7467026559732453]",0.07342671155929566
150,95,"[0.1879216649360516, 0.21000023613546667, 0.19267626813930094, 0.2122105531326593, 0.18554600768809745, 0.22009418962076505, 0.20532265177198078, 0.19784423313900884, 0.2071971425417692, 0.20130866414271884, 0.19729545293661999, 0.18746782765384304, 0.19470790627612156, 0.19737286220284314, 0.21126160491320123, 0.18283681503516136, 0.1695072701669292, 0.1923768397263292, 0.1944762463758548, 0.22815767771941944]","[1.75686519845247, 1.771154853990272, 1.7410766696919244, 1.7504404209951154, 1.8168674008929826, 1.7622711580423478, 1.8026381549272625, 1.7482066013823898, 1.7956630651520014, 1.7577246261993074, 1.832981628320658, 1.8102097182879802, 1.7716173049309145, 1.7732649482417309, 1.7973461976167184, 1.804964728425162, 1.7934099376577934, 1.7704888411736395, 1.7613075849401896, 1.7559037809545368]",0.07722904682159423
150,100,"[0.18009410191824649, 0.20050499231508304, 0.1835500800625185, 0.22323489702161567, 0.18196358854240582, 0.21077601009340313, 0.19537345773645112, 0.20615301002784914, 0.19196030431765093, 0.2115768108921225, 0.1834198528400994, 0.22695080206247684, 0.19545680635628404, 0.20041633989499788, 0.19397931347172215, 0.1900304033724531, 0.15508662504547108, 0.21070734184773732, 0.1936812505777254, 0.16713514648366595]","[1.797227629161108, 1.761123947808537, 1.7396426098598825, 1.7460163684827614, 1.8000626973288194, 1.7821906682338626, 1.7401179210105189, 1.7331515497227912, 1.8231784757136453, 1.8477672581901043, 1.7805337215667731, 1.7696363661521501, 1.8197739378926865, 1.7716377163350907, 1.7480255994332385, 1.7741495687040534, 1.779026313466712, 1.7998612183746614, 1.8242873521074479, 1.763642493569221]",0.07669131755828858
150,105,"[0.20165840287056816, 0.1809376664583229, 0.215223883864334, 0.20775489221754506, 0.20384992280903355, 0.2124507059413658, 0.17456060836533252, 0.18787990845178576, 0.19615128725410888, 0.2071438048317546, 0.19414516301208173, 0.2094229089914381, 0.20472431886248507, 0.22518632157473112, 0.2089828252835754, 0.1765479923276194, 0.19889166711613412, 0.2057918531063355, 0.21499716164763652, 0.2037651275900166]","[1.7798571365617444, 1.790739315501389, 1.730913718667067, 1.826603659175999, 1.796610063233961, 1.8294886404888397, 1.7454355522614813, 1.797286088636542, 1.7347590338735113, 1.7922304332047712, 1.8053444088842994, 1.7786615809246347, 1.7764739139158585, 1.8270374995658947, 1.7608139126248759, 1.7812430152018748, 1.7328491297723037, 1.8214615109697387, 1.7476896709778447, 1.7990175612494914]",0.07970011234283447
150,110,"[0.19335365489506676, 0.17170215740545036, 0.2161210975254052, 0.1944275855170911, 0.20719718348899177, 0.2207436945676977, 0.20947901446659908, 0.19606515883156786, 0.2019770702484578, 0.21405449173029378, 0.1826886268141451, 0.18781348263998457, 0.21243387954824042, 0.22308656352995956, 0.21468480036782808, 0.23557274283250187, 0.20671719200088082, 0.18790787879048484, 0.17520426297944888, 0.19594981333162312]","[1.8083595270900203, 1.7798832972853418, 1.8143286708232924, 1.7430320355523867, 1.760630344417129, 1.7672551324290915, 1.7724351947317505, 1.7797890064570692, 1.7751933465997476, 1.8030844672541795, 1.7594356080473588, 1.7855309941892288, 1.794563803502093, 1.8676183101319446, 1.7952560980555718, 1.8022132867006155, 1.7462484937090632, 1.8035099778198498, 1.778264725248814, 1.8058819797757275]",0.0815984845161438
150,115,"[0.2049560983640264, 0.1941127471008767, 0.1923083582924168, 0.1907321235787029, 0.16859416317705792, 0.19457012812990074, 0.19296777464547277, 0.19251847088433402, 0.1991306773830693, 0.19407667170086815, 0.18899925631050482, 0.2007469855788261, 0.20161429619473473, 0.20423732407387452, 0.17911225382205512, 0.1710898546327337, 0.2021652125139631, 0.2030281840956783, 0.18122009088852387, 0.18665097774183284]","[1.751687190077943, 1.76078403886357, 1.7855071212564992, 1.7894787851561624, 1.7541766298173591, 1.7652045859041152, 1.8181185860979205, 1.8225390217619537, 1.8057999420952977, 1.7866740578312617, 1.7089942293371572, 1.763347826647816, 1.7777334534193643, 1.791842269354129, 1.7838221194571344, 1.7602489942724733, 1.8606784068300761, 1.821386519192804, 1.7522173447154177, 1.7568869311676159]",0.08287307024002075
150,120,"[0.2254039225522746, 0.2043670085194349, 0.20878859830499583, 0.20579955746815548, 0.18915772167183167, 0.1952679318000061, 0.20583961202143813, 0.2021428341906067, 0.17895735646188, 0.21598247437338278, 0.18321644144778626, 0.20920137587789567, 0.20574372487150594, 0.19249511385723223, 0.1917810374850956, 0.17761312371914806, 0.20316896179271496, 0.20949868751937092, 0.20155715650805736, 0.18271039505728678]","[1.80611182626019, 1.798791703093967, 1.7370716677132614, 1.7592857731011942, 1.7935604451484066, 1.7609215879463957, 1.7864642011996974, 1.792497648316618, 1.8116585676808763, 1.7317022854692277, 1.8298989583672265, 1.892670125098178, 1.7717795887733294, 1.774614983773682, 1.7819295670582587, 1.7489244149087715, 1.7729286554796608, 1.7233942833988143, 1.8073845043702899, 1.7522911098385667]",0.08393447399139405
150,125,"[0.20199317690946267, 0.22452856112427103, 0.2219421793213969, 0.19124478205222167, 0.18258562477460766, 0.19216493296050854, 0.19785431989327604, 0.18912289304430432, 0.20716643369076698, 0.18680738139121753, 0.20039039038853854, 0.19874075467128466, 0.18459257130107515, 0.19526202925747202, 0.2094581051797806, 0.206369620487362, 0.2046562336018316, 0.19355459226942834, 0.194658023958346, 0.2019413733866648]","[1.790590320178219, 1.7926608444072418, 1.7183978797498491, 1.8028109565926154, 1.7060404351087548, 1.777750610865254, 1.87133325212591, 1.8129326090910662, 1.8151404605916155, 1.8101829484327658, 1.7367570030419677, 1.7988793948434858, 1.7843020567680892, 1.783997082521875, 1.723539854690229, 1.7908340474568125, 1.7924461357008659, 1.8052178039375764, 1.7649617114618525, 1.8087979336497104]",0.08362023830413819
150,130,"[0.19516366410953317, 0.21444153807168198, 0.20212031799364866, 0.2055281795604135, 0.20696023891493504, 0.21425917702775307, 0.1898397129544255, 0.18146040258682547, 0.21266601405215954, 0.1864025923330384, 0.19376947156594013, 0.19591433235129863, 0.18173279118020408, 0.20202313227329322, 0.1998274752516048, 0.18261787777967659, 0.2082459055425612, 0.21369512724565826, 0.19024575396454718, 0.19073926935848837]","[1.723075059691385, 1.7666383101925396, 1.710082482148286, 1.7724108591917063, 1.7885990346161207, 1.7752907189840954, 1.8150853797003832, 1.7526525031955047, 1.6853666409972377, 1.7540967191825412, 1.775746652575664, 1.7611911935727422, 1.787751769712618, 1.7870100363433103, 1.799324203746244, 1.756474522424622, 1.7651950702553227, 1.7844820976650642, 1.7349813985559375, 1.782621582208461]",0.08410733938217163
150,135,"[0.2067195332540021, 0.17583359422062644, 0.1925117726640412, 0.19925120424494225, 0.21738756430597622, 0.22039414532809184, 0.1704823458468826, 0.19282035978909617, 0.2027905929512776, 0.19993712071692807, 0.19492658796381593, 0.2073989144771545, 0.21243494935646018, 0.19475651723311885, 0.18155722146965006, 0.20587712433664415, 0.19914423933635061, 0.1969470252957679, 0.19756331058656373, 0.1888939266877211]","[1.8014487752086434, 1.7729138538059794, 1.8034466298614458, 1.785743984186933, 1.779177655730251, 1.7847890502050163, 1.7624836348037494, 1.786794275329858, 1.7280932162255638, 1.7894946601029063, 1.7924911413595503, 1.787128162208617, 1.823618409980709, 1.7975566352446, 1.7918731715928728, 1.8284659034562634, 1.7556162857208886, 1.7374509993794982, 1.7527661186288042, 1.7856641089385248]",0.11022018194198609
150,140,"[0.18347485315801387, 0.20155354788311133, 0.18183748666580005, 0.18877687007290073, 0.1988882885823834, 0.19084937625535392, 0.20868194954722236, 0.2139741206082669, 0.18728998547172077, 0.20581906750581805, 0.16575013979150013, 0.18726031406744553, 0.20434260612811844, 0.1956189264368127, 0.1879150038866415, 0.19495817139788155, 0.19770041885129935, 0.2026961257747662, 0.21432573589772635, 0.17362386818710676]","[1.8106433460574367, 1.7699356987459793, 1.7965117403136772, 1.8272766317421756, 1.7511328422633559, 1.7699566000844158, 1.7579903558585908, 1.7595625574752742, 1.825378267737988, 1.7950644157414328, 1.762439529564689, 1.8014315578515685, 1.8174312543255373, 1.7971232558956365, 1.7871063576539576, 1.7506180450074287, 1.7483390711961129, 1.727381273575368, 1.7771410314507972, 1.7763579979139803]",0.11061331033706664
150,145,"[0.20490918403068242, 0.2030173054243057, 0.21095041793430566, 0.18004112349919738, 0.20826397593424617, 0.2149095968258345, 0.20156124407558088, 0.19236373416427746, 0.22216268785411242, 0.20646288239483934, 0.19407214337562387, 0.21198331598915557, 0.2091583858525157, 0.21376335719687697, 0.17616009437035157, 0.19442703744842454, 0.21055837761094137, 0.21860885468791322, 0.17435711411028468, 0.18174767907746575]","[1.8184322154254922, 1.7776251474210052, 1.8064475151329813, 1.7762269784856988, 1.7943265964015938, 1.816251941258312, 1.7804786734475255, 1.7452178897826545, 1.7724223022663468, 1.7554472435380102, 1.7447942824182734, 1.816652582522818, 1.7710584903367868, 1.759632883519405, 1.840409091494685, 1.7748390482614933, 1.7438879623464383, 1.7633528732873216, 1.7940628196930961, 1.7668729672954617]",0.09750938415527344
150,150,"[0.21504752927163243, 0.17977162946688877, 0.2242522425516736, 0.1851842017987905, 0.22035915034728368, 0.20277202741304615, 0.17491764117571423, 0.21157779871215265, 0.21202883389223376, 0.21314100712029918, 0.1824203243398422, 0.2152564083396844, 0.20613948317017497, 0.2040394600830421, 0.20663794396838023, 0.2101510502708511, 0.1827896404285073, 0.18629232827661635, 0.20797278353629403, 0.2101595931923879]","[1.7517517874119861, 1.7154910965752057, 1.7040642417142593, 1.8425768266724647, 1.7450077915516882, 1.7394445470901978, 1.839311671168803, 1.812659280766147, 1.7710593897784568, 1.7933232407782513, 1.8089516853799035, 1.814737972847038, 1.779086343756805, 1.7510119953912138, 1.810680141697596, 1.771756038785911, 1.7899701691615, 1.7907637578154345, 1.7749940772552326, 1.7987168785198557]",0.09082310199737549
200,5,"[0.2861090077576086, 0.3074409221802158, 0.291053861372752, 0.3169801814720286, 0.3232580023813049, 0.31866525837160636, 0.3004243098054071, 0.3214272407597686, 0.3289132481425852, 0.322906019392874, 0.3124555340829927, 0.2789986690598292, 0.3136351604097202, 0.32200152059249165, 0.2995897004681136, 0.28795417413382596, 0.29874694518501815, 0.3075191031901931, 0.33296261517421827, 0.3289316458345834]","[1.671997629445461, 1.7141192801889333, 1.6939633290385663, 1.6889430550055948, 1.7014336870415911, 1.6656406728319402, 1.7224228997637667, 1.6867525744568896, 1.6530841692088962, 1.6366066255356433, 1.7063189103764698, 1.680254448200179, 1.681683889840665, 1.7259542664554928, 1.6434936785023773, 1.645990072088346, 1.6409261090435305, 1.7109110830091712, 1.6831370799977579, 1.707233327674688]",0.05808764696121216
200,10,"[0.3095372040012766, 0.3219807906950276, 0.3094363109467159, 0.3148953289067763, 0.3192256248794278, 0.2964620766700304, 0.2954153562093613, 0.307110508156302, 0.3107011070379434, 0.29595949610831296, 0.3156214284509004, 0.30501285164175046, 0.31383806692844557, 0.3141339021647145, 0.30049250218179346, 0.30931005427281927, 0.3146332327688781, 0.3100630177157544, 0.3256708537038333, 0.30789248799739655]","[1.6574448570186737, 1.6757704999959238, 1.7117179213780025, 1.6761356418710487, 1.7308613581357506, 1.6629494596333583, 1.7076480504890674, 1.6337870572766549, 1.6588296770341187, 1.6644837440915192, 1.6539575858042301, 1.678143875821905, 1.6781541251784051, 1.6820482069258804, 1.6763312298013329, 1.6995652560727874, 1.6513365218665588, 1.6925904870811295, 1.7065132806086203, 1.6671213206970787]",0.05942714214324951
200,15,"[0.32703605786428164, 0.3151560234705857, 0.30716803298966006, 0.3102770407726051, 0.3042399488387181, 0.31632065642960894, 0.31650944678914067, 0.31127239535045015, 0.31700431182808614, 0.31385501706344937, 0.3234078136793371, 0.2791050114259714, 0.32557309091843406, 0.2957785712644203, 0.32781357320627047, 0.3122651312423356, 0.3281649668106922, 0.2929649903672633, 0.32138663658738026, 0.28939108824923254]","[1.6425457059480288, 1.6594340439115853, 1.6897188124396159, 1.6846723930737308, 1.6462857267223217, 1.707900760438029, 1.7004311682652655, 1.6998234993370904, 1.69949255086786, 1.6910393004799593, 1.6783821359746773, 1.68135103280921, 1.6881976543776505, 1.6630484419792986, 1.706020241990104, 1.6826479184766843, 1.6750850726335953, 1.6728827421964545, 1.7161713338025673, 1.6354204022597938]",0.06068565845489502
